User_ID_Alias,Movie_ID_Alias,Rating
1,552,3.2894648850384196
2,1246,3.036641318884492
3,1809,4.220848824534565
4,716,4.197592149779362
5,1475,4.4626459489008425
6,942,2.373140295098273
7,742,3.3654450287935576
8,2529,3.377929095015889
9,1475,3.9823116742957057
10,942,2.741732593956268
11,716,3.931054250278671
12,942,2.463261650321295
13,463,3.3737978715423087
14,848,3.314484457315026
15,1809,4.286713094441346
16,918,3.4897572097856884
17,1475,4.507330161549034
18,1809,4.359433137440271
19,1647,3.995494095112733
20,835,3.6960105242483428
21,1475,4.425156607326152
22,463,3.507998503281434
23,2859,3.922459394264611
24,1475,3.9339779140231417
25,918,2.917693673169254
26,1475,4.061495586113222
27,2859,3.590685518734263
28,1475,4.052090397822967
29,742,4.411973579023323
30,1475,4.800743374430408
31,1475,4.058334164238577
32,918,3.390816248609343
33,848,3.5414201726976073
34,848,3.219764742843814
35,942,2.479279053869807
36,1475,4.481687043990451
37,918,2.9005573221611156
38,1475,4.191142448978917
39,7,4.1254106867436295
40,716,4.299266491427898
41,1475,4.176864498712184
42,2859,3.9779472578814117
43,387,3.857997392765385
44,1475,4.016228884677843
45,1475,4.139638819074258
46,716,3.973935781794758
47,1475,4.083493221691852
48,1475,4.345918062322912
49,463,3.6595433172978122
50,942,2.5633214479739026
51,942,2.732662646128324
52,2614,3.437027993463497
53,2859,3.6824971369164157
54,1475,4.599978321254529
55,1475,4.439952683958735
56,942,2.307107622120955
57,716,3.652409775845333
58,918,3.2917856366478255
59,1475,4.752916982681075
60,463,3.9646393038804932
61,918,3.144165579580281
62,1809,3.464096663800036
63,918,3.483586327028042
64,1475,4.572499377805754
65,1475,4.072447784840315
66,716,3.630941630425487
67,463,3.7235485073515893
68,552,3.7576206251620623
69,918,2.8470568858697405
70,1475,4.481654548222087
71,463,3.1732700619318397
72,918,3.317903192801828
73,1475,4.204492854411171
74,918,2.8010946583571528
75,1475,3.1101335092490867
76,2859,3.2725981538661175
77,281,4.149138869702923
78,1647,3.9799022088733422
79,942,2.632294213654996
80,2859,3.757315699762326
81,1809,3.8769043547816744
82,1475,4.317949431613981
83,2614,3.639010438139746
84,225,3.8695823937736082
85,463,3.5062345521882503
86,1475,4.188793318022975
87,1647,4.093812453130273
88,742,4.04905291429166
89,1475,4.097818104093217
90,2859,3.9835943709274533
91,1647,4.345040952312564
92,742,3.5006721783402575
93,1475,3.682362397602398
94,1809,3.756525759698434
95,742,4.344059917398563
96,1878,3.467195336494096
97,1809,3.627804298215401
98,742,4.254324793649012
99,942,1.7546382417653072
100,2859,3.477938917313297
101,918,2.976416336981281
102,1475,4.140750368704056
103,1475,3.9748306416401187
104,716,4.173268997109395
105,536,3.991163761120447
106,742,3.4754946047762316
107,742,3.950910211205546
108,2614,3.789909849078255
109,2859,3.815616519457329
110,966,3.1452834867785135
111,742,4.245729838402201
112,918,3.2867642825029413
113,942,2.7904943495025516
114,2613,3.5036039433067536
115,1809,4.134001533216503
116,1475,4.710338207439605
117,918,3.1193433289762003
118,716,4.2087769650850495
119,2859,3.479867147205637
120,942,1.925959531437898
121,716,3.877895224991158
122,2859,3.8199570267511147
123,1475,4.481971863920176
124,716,4.402021720912583
125,1647,3.8985298512635675
126,918,2.756502435092593
127,31,4.479363825337465
128,1475,3.591583073914858
129,463,3.4077498116165703
130,1475,4.175927446458505
131,2859,4.1516432981738784
132,612,4.211730558735845
133,1475,4.21159191957209
134,918,3.0236836503644726
135,942,2.105299095100815
136,1475,4.072480472949952
137,716,2.947530308544222
138,2058,3.9790347294164388
139,918,2.882463587184341
140,1475,4.385148535094152
141,2859,3.6024320827724132
142,1475,4.157015797829683
143,1475,3.919118653031749
144,742,4.400071384591287
145,1475,4.190727746820608
146,1421,4.1228180658763645
147,942,2.3727228250750985
148,1475,3.7839785119186518
149,1475,4.344245295265813
150,1475,4.549146387349519
151,2505,2.6763574022717425
152,742,3.825480108714229
153,1876,4.310063678159492
154,1876,3.4052927003486935
155,2614,3.9273989791373873
156,1475,3.913362415927531
157,784,3.9086120720038453
158,2418,3.8075121080244796
159,1475,3.6111416187294805
160,1475,4.01272733696175
161,1475,3.7768232292668062
162,2859,3.795787872708732
163,742,3.941878932190204
164,942,2.5760933397426165
165,942,2.409713941076402
166,835,4.171503889850556
167,742,4.226837363448319
168,283,4.100135929758674
169,2859,3.6042757811796036
170,742,4.353069851122136
171,1647,3.9743875098510957
172,742,4.111948385383734
173,918,2.4246978018364125
174,848,2.912092714364318
175,742,4.074372559562849
176,1475,3.900282672361786
177,2859,3.0353802150086193
178,918,3.307197795133484
179,716,3.731231660217616
180,1475,4.1652120533536525
181,742,4.014793644322946
182,716,4.157899413963393
183,918,3.484666167682527
184,1475,3.8455892496873734
185,1970,4.161309337497629
186,918,3.2009001187140087
187,1475,4.1184776812939266
188,1475,4.098138300834852
189,716,4.64967432481908
190,463,3.6311136594954356
191,918,2.905332013940602
192,942,2.7976673257931424
193,1475,3.58145932750292
194,1741,3.6045077749908243
195,885,3.9857872395005307
196,1475,3.7747109617012153
197,2462,3.6950129527892264
198,918,3.1106081690773473
199,1475,4.07556435743636
200,470,4.165005026983488
201,463,3.93808065693858
202,1647,4.274547436689008
203,1475,3.8997547322774007
204,716,4.520994741112427
