User_ID_Alias,Movie_ID_Alias,Rating
1,552,3.186308492627365
2,1246,2.8255727920895652
3,1809,4.394193017810025
4,716,4.191267326596206
5,1475,3.7230486371799207
6,942,2.1412275810956434
7,742,3.2033638494341274
8,2529,3.4383105477736393
9,1475,4.160976602220195
10,942,2.621344213589358
11,716,4.2486970259860355
12,942,2.2579241519177393
13,463,3.515226078758555
14,848,2.788213158589401
15,1809,4.29782788846608
16,918,3.6988080452736916
17,1475,4.812412577278442
18,1809,4.332892441678461
19,1647,3.933802445091645
20,835,3.1403629215588165
21,1475,4.060041572688096
22,463,3.5695954081441923
23,2859,4.067963327040792
24,1475,3.7063858302745096
25,918,2.695922792693406
26,1475,4.139793305336954
27,2859,3.6292422519358385
28,1475,3.6927859853706684
29,742,4.548285769888542
30,1475,4.2984406179666035
31,1475,4.179547198504856
32,918,2.9735232065117625
33,848,3.4876341499102366
34,848,3.1098245744399517
35,942,2.2621921526590527
36,1475,4.67043639965029
37,918,2.928339232440217
38,1475,4.552866684833669
39,7,3.562541799822852
40,716,3.8550297434757756
41,1475,3.9175527247409723
42,2859,3.524607789994214
43,387,3.7487270892849502
44,1475,4.0094409143058325
45,1475,4.022861222251713
46,716,4.086064181931244
47,1475,4.1137615348087815
48,1475,4.502496628372541
49,463,3.666956461390197
50,942,2.5131791824230096
51,942,2.6877748338436156
52,2614,3.6804094520656623
53,2859,3.7632186572982254
54,1475,4.5769350862466025
55,1475,4.904021160844741
56,942,2.1243878076830276
57,716,3.50448734186257
58,918,3.622910243440152
59,1475,4.774890142485745
60,463,4.077679158176718
61,918,3.1045114482338145
62,1809,3.0083678669874794
63,918,3.0814965948326067
64,1475,4.474831586535815
65,1475,4.023266606070929
66,716,3.6701220152699503
67,463,3.8433272882565825
68,552,3.7046426629367395
69,918,2.6759685219655767
70,1475,4.886464890273712
71,463,2.9812210503528016
72,918,2.8707237086030264
73,1475,4.325098047268113
74,918,2.799779414113073
75,1475,2.941613789145462
76,2859,3.3064840656834122
77,281,3.9903875302393805
78,1647,3.885018873932339
79,942,2.4722756165251356
80,2859,4.740088244324526
81,1809,4.131698661917093
82,1475,4.499593716017012
83,2614,3.3325256392240914
84,225,4.101938369740674
85,463,3.405695051218973
86,1475,4.1150354753303615
87,1647,4.196058116250605
88,742,4.1581079565097365
89,1475,4.259958516293266
90,2859,4.329579332437572
91,1647,4.236510457359298
92,742,3.083775460866034
93,1475,3.542751934648818
94,1809,3.6207118358895
95,742,4.571081834895919
96,1878,3.2206426207506893
97,1809,3.5088863044842933
98,742,4.220995905735412
99,942,1.5655987648650942
100,2859,3.101825627385514
101,918,2.8432596602513085
102,1475,4.210253948770398
103,1475,3.8635643241926823
104,716,4.0426635397156705
105,536,3.4674556525333218
106,742,3.3659788216816513
107,742,3.8564441392119773
108,2614,3.407677937415424
109,2859,3.6674693517206904
110,966,2.9117490410202036
111,742,4.802234241382168
112,918,3.2019472671308447
113,942,2.758302450783141
114,2613,3.561659653350504
115,1809,4.225832306105366
116,1475,4.270956102570578
117,918,3.167426012445268
118,716,4.801084781217937
119,2859,3.5349269299669
120,942,1.9321900497385012
121,716,3.781139779209209
122,2859,4.071363433956983
123,1475,4.557860870669409
124,716,4.073685256945265
125,1647,3.75732481206393
126,918,2.6843276462853463
127,31,4.498380245700066
128,1475,3.3505019985890523
129,463,3.5953741521969267
130,1475,4.2370938273781045
131,2859,4.679459153592533
132,612,3.034389082997861
133,1475,3.9084849909525605
134,918,2.4359453275001464
135,942,1.6822345106303733
136,1475,3.4149197392652035
137,716,2.828742612853823
138,2058,4.054183502189834
139,918,2.4404357163853505
140,1475,4.214217654002597
141,2859,3.563437185369242
142,1475,4.078890919798086
143,1475,3.812243144319697
144,742,4.301866513023471
145,1475,4.30518583302555
146,1421,4.223172969847566
147,942,2.1197502556858256
148,1475,3.411321636436094
149,1475,4.622940662642292
150,1475,4.8023275160580905
151,2505,2.040325750343192
152,742,3.6134898946178895
153,1876,5.0
154,1876,3.105154596504663
155,2614,3.9954272100562362
156,1475,4.128292138840266
157,784,3.3025335389346053
158,2418,3.758123817901438
159,1475,3.9003589146377537
160,1475,4.134534878304226
161,1475,3.586097161885062
162,2859,3.947777225492119
163,742,4.037152464161599
164,942,2.3356356366635787
165,942,2.4232104673853265
166,835,3.9667583519029765
167,742,4.325058623886458
168,283,4.065235159307218
169,2859,3.43763605359538
170,742,4.269970891584612
171,1647,3.8172389354315635
172,742,3.980782075165043
173,918,2.371981888115852
174,848,3.078619605968788
175,742,4.087862630331927
176,1475,3.497262560281541
177,2859,3.5752388941858104
178,918,3.122727886340388
179,716,3.7952413316946556
180,1475,4.232242983724804
181,742,3.6329273465124716
182,716,4.147938524887449
183,918,3.2314453779735026
184,1475,3.695010799191369
185,1970,3.8794855868717417
186,918,3.366063842936772
187,1475,4.156185604542556
188,1475,3.8299464952484175
189,716,4.456763905497736
190,463,3.6255084788352603
191,918,2.0409745342031367
192,942,2.535718877865749
193,1475,3.4526468335746814
194,1741,3.4030774885158075
195,885,3.7927569166916952
196,1475,3.7248430400197976
197,2462,3.638886446110509
198,918,2.8107421583197447
199,1475,3.877017825055578
200,470,3.89462743590723
201,463,3.9535406723979825
202,1647,4.128695870173842
203,1475,4.050060359062294
204,716,4.467194476255367
205,1475,4.241418347248599
206,463,3.5241967096797917
207,1475,3.594037334986756
208,716,3.5451103783311235
209,918,2.683240694131309
210,1475,4.389995585483851
211,1475,4.389078927590838
212,1647,3.6847481405499827
213,918,3.380392341379862
214,848,2.473087155158711
215,918,3.0579283860574105
216,742,3.6809451794979164
217,742,3.5468062964239033
218,2859,3.9611246987020436
219,1475,3.8515299710726123
220,1475,3.8069730710290597
221,2859,3.3150435651889794
222,1475,3.9483188514535046
223,918,3.2171729552333006
224,848,2.723874251129825
225,742,4.183618032221537
226,552,3.6861468377137663
227,2398,3.4479457231306543
228,784,4.15990498476379
229,1782,3.7646614308017696
230,942,2.1665312921024857
231,716,3.915417191481069
232,1475,3.6143942683113726
233,716,3.812468930929654
234,918,3.31645955493904
235,918,2.991507148417749
236,1475,4.0646739848100735
237,1809,3.864724947680931
238,1475,4.315996506826976
239,1475,4.372372381483982
240,848,3.3509284414272282
241,1475,4.01035997431825
242,1475,3.482437966716858
243,918,3.4832819245234368
244,1809,3.428388253939088
245,1475,4.154659760984779
246,1475,4.571779442682704
247,1809,4.213783833989233
248,918,3.171266562971786
249,1475,4.127492469919223
250,716,4.56241357263881
251,942,2.3767376499862403
252,1475,4.420535817727826
253,1134,3.865693344783405
254,1475,4.401606866622602
255,947,4.553894991350527
256,1475,4.79805481670297
257,463,4.019443492508262
258,1475,3.7043302149712463
259,742,3.920811240710469
260,1475,4.050364812897392
261,1475,4.503419249922621
262,1475,4.389568587748676
263,1475,4.126546728249425
264,716,3.916845426836037
265,885,3.6666182827717275
266,1475,4.436906612525234
267,848,3.725201651246051
268,552,2.8673598044933306
269,918,2.774673968017381
270,2859,4.4872533553670975
271,1246,2.970947981815116
272,1647,4.133601269773269
273,1421,4.136367510289778
274,806,2.9349643646086236
275,942,2.6947110111342356
276,716,4.056269085196532
277,2529,2.8773026310762813
278,1475,4.081457627343935
279,742,4.700191448176853
280,2859,3.8491708862181193
281,716,4.3945347896601685
282,742,3.8475040685493114
283,1475,3.1863433550264766
284,2614,4.797201546475319
285,716,4.489889408506455
286,716,4.510546015227295
287,1475,4.528056216932796
288,848,2.7026491290359282
289,1475,4.418605717351303
290,716,3.4115998527217277
291,463,3.8934226321320016
292,552,1.9927891980465544
293,848,3.8477292967481502
294,1475,4.432973115692638
295,1475,4.225876831664345
296,285,3.861535929458635
297,552,3.5858960144507916
298,918,2.61440632148761
299,1647,4.285876264545704
300,918,3.0776108184485125
301,942,2.2241121464790305
302,1475,3.686705148812209
303,1475,4.718821465797374
304,463,3.7590764752992616
305,463,3.4719175813650147
306,742,4.2676750715300615
307,848,3.6080452511199983
308,463,3.7338189742268453
309,716,3.81205377419696
310,2614,3.9241433302671473
311,1647,3.8505802729914422
312,742,3.8303577063881877
313,2614,4.042635499798091
314,2215,2.5524336020690583
315,942,2.435138215761821
316,1475,3.5253290566579425
317,742,3.613176519635216
318,1475,4.075755141159132
319,742,4.09708775580636
320,942,1.8501708569587583
321,742,4.067502200622456
322,942,2.5574870882532608
323,1809,3.322623720240549
324,1475,4.004808558837843
325,1246,2.756014226913827
326,1475,4.667476391821927
327,1475,4.587210349668847
328,918,2.1834335959171125
329,716,4.670451069918633
330,552,3.102558862252146
331,463,2.7072998617362205
332,1475,3.5091671258715724
333,31,4.354439892539369
334,918,2.9996504524797345
335,1475,4.537263577568495
336,1970,3.359520001018875
337,463,3.563879515185983
338,942,2.0424267662109807
339,1475,3.3757285263517143
340,742,4.535926217074118
341,2824,2.843814788789939
342,470,3.9280857969268403
343,742,3.6466953707587124
344,942,2.489398839505765
345,2614,3.7339434090896795
346,1475,2.965758316430174
347,463,3.4769500338480945
348,966,3.2987624258426256
349,2859,3.695575617358995
350,918,2.8581594637386827
351,2859,4.30563358258854
352,1475,3.9022940127362267
353,1421,4.315694658510738
354,1647,3.7149329739593147
355,2614,4.4285369020174725
356,2859,3.7835096976848206
357,848,1.7879153212179568
358,716,3.360380834113982
359,1475,4.532663660920025
360,1475,3.930995471025908
361,942,2.0561844814738963
362,463,3.632469512879173
363,2058,2.6550458050189905
364,1475,4.456892559858689
365,1475,3.7368154070981956
366,918,3.154772760614715
367,1475,4.117843304221964
368,716,3.6778303837094772
369,2614,3.4820585789477647
370,1475,4.299425486985126
371,1475,4.352979093623979
372,1647,3.887123217470262
373,942,2.2221107002008202
374,885,3.467035574631281
375,1475,4.563748010902726
376,2859,4.583927387979318
377,716,4.554719260375502
378,536,3.9044076016361733
379,716,4.243162206713236
380,942,2.469673515706665
381,2859,4.277192386200715
382,1475,4.410504640670937
383,2859,3.2765801964918317
384,254,3.872860470663889
385,2859,3.6928057499275466
386,1809,4.776790921442339
387,918,2.3231607941978263
388,1475,3.9113043896350104
